Workclass,Education,Marital-Status,Occupation,Relationship,Race,Sex,Native_country
 Federal-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
 Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, 12th, Never-married, Exec-managerial, Not-in-family, White, Male, United-States
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Male, Germany
 Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female, United-States
 Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States
 Self-emp-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female, United-States
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male, United-States
 Private, 10th, Widowed, Sales, Unmarried, Black, Female, United-States
 Private, Bachelors, Divorced, Sales, Not-in-family, Black, Female, United-States
 Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
 Federal-gov, Bachelors, Divorced, Protective-serv, Not-in-family, White, Male, United-States
 Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Ireland
 Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female, United-States
 Federal-gov, Masters, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, Philippines
 State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female, United-States
 Private, 11th, Never-married, Other-service, Own-child, White, Female, United-States
 Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Own-child, White, Male, United-States
 Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Female, United-States
 Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Own-child, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States
 Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Self-emp-not-inc, Bachelors, Separated, Craft-repair, Own-child, White, Male, United-States
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Some-college, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female, Cambodia
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Black, Female, United-States
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Local-gov, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male, United-States
 Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, United-States
 Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male, Mexico
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female, Philippines
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Federal-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States
 Local-gov, 11th, Divorced, Sales, Unmarried, White, Male, Puerto-Rico
 State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, Some-college, Never-married, Tech-support, Own-child, White, Male, United-States
 Private, Bachelors, Divorced, Sales, Not-in-family, White, Male, United-States
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Italy
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
 Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, Bachelors, Divorced, Sales, Unmarried, White, Female, United-States
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male, United-States
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, Vietnam
 Private, 11th, Divorced, Other-service, Not-in-family, White, Female, United-States
 Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female, United-States
 Private, 5th-6th, Married-spouse-absent, Craft-repair, Other-relative, White, Male, Mexico
 Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
 Federal-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male, United-States
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
 Private, Assoc-voc, Never-married, Tech-support, Unmarried, Black, Female, United-States
 Private, HS-grad, Never-married, Other-service, Unmarried, White, Male, United-States
 Federal-gov, Some-college, Divorced, Adm-clerical, Other-relative, Black, Female, United-States
 Private, HS-grad, Separated, Sales, Not-in-family, White, Female, United-States
 Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, 7th-8th, Never-married, Handlers-cleaners, Unmarried, White, Male, United-States
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female, United-States
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
 Private, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female, Philippines
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, HS-grad, Never-married, Sales, Not-in-family, White, Female, United-States
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Other-relative, White, Male, United-States
 Local-gov, Bachelors, Separated, Prof-specialty, Unmarried, Black, Female, United-States
 Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male, Dominican-Republic
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female, United-States
 State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, El-Salvador
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, Some-college, Never-married, Sales, Other-relative, White, Male, United-States
 Private, Some-college, Divorced, Other-service, Not-in-family, White, Female, United-States
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
 Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, United-States
 Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female, United-States
 Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States
 State-gov, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Black, Male, United-States
 Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male, United-States
 Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male, Mexico
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Female, United-States
 Federal-gov, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Female, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Female, United-States
 Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female, United-States
 Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Self-emp-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male, United-States
 Private, HS-grad, Never-married, Sales, Not-in-family, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
